category,grouping,num_id,id,name,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
Photos,decoration,1527,cranstons-poster,Cranston's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1529,crawfish-model,Crawfish Model,,600,bells,,,,,,,nh,item-crawfish-model,https://villagerdb.com/images/items/thumb/crawfish-model.60e5a8e.png
Fish,critters,1530,crawfish,Crawfish,FALSE,200,bells,,,"North: Medium Shadows in Pond, Apr-Sep (All day)",,,,nh,item-crawfish,https://villagerdb.com/images/items/thumb/crawfish.824bf5c.png
Fish,critters,1530,crawfish,Crawfish,FALSE,200,bells,,,"South: Medium Shadows in Pond, Oct-Mar (All day)",,,,nh,item-crawfish,https://villagerdb.com/images/items/thumb/crawfish.824bf5c.png
Furniture,decoration,1532,cream-and-sugar,Cream And Sugar,TRUE,125,bells,500,bells,Nook's Cranny,,,,nh,item-cream-and-sugar,https://villagerdb.com/images/items/thumb/cream-and-sugar.8874007.png
Wallpaper,decoration,1544,crepe-design-wall,Crepe-design Wall,TRUE,387,bells,1550,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,1545,crescent-moon-chair,Crescent-moon Chair,,8500,bells,34000,bells,,,,,nh,item-crescent-moon-chair,https://villagerdb.com/images/items/thumb/crescent-moon-chair.fd7ea35.png
Furniture,decoration,1546,crest-doorplate,Crest Doorplate,,3000,bells,12000,bells,,TRUE,3,wood,nh,item-crest-doorplate,https://villagerdb.com/images/items/thumb/crest-doorplate.315a65f.png
Furniture,decoration,1546,crest-doorplate,Crest Doorplate,,3000,bells,12000,bells,,TRUE,2,iron-nugget,nh,item-crest-doorplate,https://villagerdb.com/images/items/thumb/crest-doorplate.315a65f.png
Furniture,decoration,1548,crewed-spaceship,Crewed Spaceship,,20000,bells,80000,bells,,,,,nh,item-crewed-spaceship,https://villagerdb.com/images/items/thumb/crewed-spaceship.839ff86.png
Furniture,decoration,1552,cricket-model,Cricket Model,,390,bells,,,,,,,nh,item-cricket-model,https://villagerdb.com/images/items/thumb/cricket-model.0338ba7.png
Bugs,critters,1553,cricket,Cricket,FALSE,130,bells,520,bells,,,,,nh,item-cricket,https://villagerdb.com/images/items/thumb/cricket.4aa362b.png
Socks,decoration,1555,crocheted-socks,Crocheted Socks,TRUE,150,bells,600,bells,,,,,nh,item-crocheted-socks,https://villagerdb.com/images/items/full/crocheted-socks.fe6ff40.png
Flooring,decoration,1556,crop-circles-flooring,Crop-circles Flooring,,750,bells,3000,bells,,,,,nh,,
Bottoms,clothes,1557,cropped-pants,Cropped Pants,TRUE,230,bells,920,bells,,,,,nh,item-cropped-pants,https://villagerdb.com/images/items/full/cropped-pants.8c67c71.png
Photos,decoration,1558,croques-photo,Croque's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1559,croques-poster,Croque's Poster,,250,bells,1000,bells,,,,,nh,,
Shoes,clothes,1560,cross-belt-sandals,Cross-belt Sandals,,260,bells,1040,bells,,,,,nh,item-cross-belt-sandals,https://villagerdb.com/images/items/full/cross-belt-sandals.4d230c3.png
Accessories,clothes,1561,crossbody-bag,Crossbody Bag,,175,bells,700,bells,,,,,nh,item-crossbody-bag,https://villagerdb.com/images/items/full/crossbody-bag.56e654f.png
Accessories,clothes,1562,crossbody-boston-bag,Crossbody Boston Bag,,420,bells,1680,bells,,,,,nh,item-crossbody-boston-bag,https://villagerdb.com/images/items/full/crossbody-boston-bag.43c5cac.png
Flooring,decoration,1564,crosswalk-flooring,Crosswalk Flooring,,750,bells,3000,bells,,,,,nh,,
Hats,clothes,1566,crown,Crown,TRUE,250000,bells,1000000,bells,,,,,nh,item-crown,https://villagerdb.com/images/items/full/crown.79891f9.png
Furniture,decoration,1567,crucian-carp-model,Crucian Carp Model,,480,bells,,,,,,,nh,item-crucian-carp-model,https://villagerdb.com/images/items/thumb/crucian-carp-model.87829f7.png
Fish,critters,1568,crucian-carp,Crucian Carp,FALSE,160,bells,,,,,,,nh,item-crucian-carp,https://villagerdb.com/images/items/thumb/crucian-carp.09b08b5.png
Fish,critters,1569,cruician-carp,Cruician Carp,FALSE,160,bells,,,River (year round),,,,nh,item-cruician-carp,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Photos,decoration,1573,cubes-photo,Cube's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1574,cubes-poster,Cube's Poster,,250,bells,1000,bells,,,,,nh,,
Flooring,decoration,1575,cubic-parquet-flooring,Cubic Parquet Flooring,,375,bells,1500,bells,,,,,nh,,
Furniture,decoration,1577,cuckoo-clock,Cuckoo Clock,,800,bells,3200,bells,,,,,nh,item-cuckoo-clock,https://villagerdb.com/images/items/thumb/cuckoo-clock.f5be4be.png
Accessories,clothes,1579,cucumber-pack,Cucumber Pack,,122,bells,490,bells,,,,,nh,item-cucumber-pack,https://villagerdb.com/images/items/full/cucumber-pack.57d9bab.png
Bottoms,clothes,1580,cuffed-pants,Cuffed Pants,,275,bells,1100,bells,,,,,nh,item-cuffed-pants,https://villagerdb.com/images/items/full/cuffed-pants.c449c41.png
Bottoms,clothes,1581,culottes,Culottes,TRUE,175,bells,700,bells,,,,,nh,item-culottes,https://villagerdb.com/images/items/full/culottes.45cb1fa.png
Photos,decoration,1586,curloss-photo,Curlos's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1587,curloss-poster,Curlos's Poster,,250,bells,1000,bells,,,,,nh,,
Accessories,clothes,1588,curly-mustache,Curly Mustache,TRUE,175,bells,700,bells,Able Sisters,,,,nh,item-curly-mustache,https://villagerdb.com/images/items/full/curly-mustache.d3d1787.png
Photos,decoration,1589,curlys-photo,Curly's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1590,curlys-poster,Curly's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,1592,curts-photo,Curt's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1593,curts-poster,Curt's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1594,cushion,Cushion,,75,bells,300,bells,,,,,nh,item-cushion,https://villagerdb.com/images/items/thumb/cushion.2560183.png
Usables,misc,1595,customizable-phone-case-kit,Customizable Phone Case Kit,,9000,bells,36000,bells,,,,,nh,item-customizable-phone-case-kit,https://villagerdb.com/images/items/thumb/customizable-phone-case-kit.2b121fb.png
Usables,misc,1596,customization-kit,Customization Kit,,150,bells,600,bells,,,,,nh,item-customization-kit,https://villagerdb.com/images/items/thumb/customization-kit.a766341.png
Bottoms,clothes,1597,cut-pleather-skirt,Cut-pleather Skirt,TRUE,275,bells,1100,bells,,,,,nh,item-cut-pleather-skirt,https://villagerdb.com/images/items/full/cut-pleather-skirt.951fa76.png
Furniture,decoration,1598,cute-bed,Cute Bed,TRUE,3000,bells,12000,bells,Nook's Cranny,,,,nh,item-cute-bed,https://villagerdb.com/images/items/thumb/cute-bed.02d349d.png
Flooring,decoration,1599,cute-blue-tile-flooring,Cute Blue-tile Flooring,,195,bells,780,bells,,,,,nh,,
Wallpaper,decoration,1600,cute-blue-wall,Cute Blue Wall,TRUE,470,bells,1880,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,1601,cute-chair,Cute Chair,,1075,bells,4300,bells,,,,,nh,item-cute-chair,https://villagerdb.com/images/items/thumb/cute-chair.01d75d0.png
Furniture,decoration,1602,cute-diy-table,Cute Diy Table,TRUE,1750,bells,7000,bells,,,,,nh,item-cute-diy-table,https://villagerdb.com/images/items/thumb/cute-diy-table.e7569a2.png
Furniture,decoration,1603,cute-floor-lamp,Cute Floor Lamp,,875,bells,3500,bells,,,,,nh,item-cute-floor-lamp,https://villagerdb.com/images/items/thumb/cute-floor-lamp.f633a18.png
Hats,clothes,1604,cute-lily-crown,Cute Lily Crown,,800,bells,3200,bells,,FALSE,2,red-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
Hats,clothes,1604,cute-lily-crown,Cute Lily Crown,,800,bells,3200,bells,,FALSE,2,yellow-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
Hats,clothes,1604,cute-lily-crown,Cute Lily Crown,,800,bells,3200,bells,,FALSE,2,white-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
Furniture,decoration,1605,cute-music-player,Cute Music Player,TRUE,650,bells,2600,bells,Nook's Cranny,,,,nh,item-cute-music-player,https://villagerdb.com/images/items/thumb/cute-music-player.f2687bf.png
Flooring,decoration,1606,cute-paint-flooring,Cute-paint Flooring,TRUE,550,bells,2200,bells,Nook's Cranny,,,,nh,,
Flooring,decoration,1607,cute-red-tile-flooring,Cute Red-tile Flooring,TRUE,195,bells,780,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,1608,cute-red-wall,Cute Red Wall,TRUE,470,bells,1880,bells,Nook's Cranny,,,,nh,,
Hats,clothes,1609,cute-rose-crown,Cute Rose Crown,,960,bells,3840,bells,,,,,nh,item-cute-rose-crown,https://villagerdb.com/images/items/full/cute-rose-crown.dbd3d15.png
Shoes,clothes,1610,cute-sneakers,Cute Sneakers,TRUE,315,bells,1260,bells,Balloon,,,,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
Shoes,clothes,1610,cute-sneakers,Cute Sneakers,TRUE,315,bells,1260,bells,Able Sisters,,,,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
Furniture,decoration,1611,cute-sofa,Cute Sofa,,2400,bells,9600,bells,,,,,nh,item-cute-sofa,https://villagerdb.com/images/items/thumb/cute-sofa.7a298c3.png
Furniture,decoration,1612,cute-tea-table,Cute Tea Table,TRUE,750,bells,3000,bells,,,,,nh,item-cute-tea-table,https://villagerdb.com/images/items/thumb/cute-tea-table.155aabb.png
Furniture,decoration,1613,cute-vanity,Cute Vanity,TRUE,1350,bells,5400,bells,Nook's Cranny,,,,nh,item-cute-vanity,https://villagerdb.com/images/items/thumb/cute-vanity.adde5c5.png
Furniture,decoration,1614,cute-wall-mounted-clock,Cute Wall-mounted Clock,TRUE,300,bells,1200,bells,Nook Shopping,,,,nh,item-cute-wall-mounted-clock,https://villagerdb.com/images/items/thumb/cute-wall-mounted-clock.3455163.png
Furniture,decoration,1615,cute-wardrobe,Cute Wardrobe,,1825,bells,7300,bells,,,,,nh,item-cute-wardrobe,https://villagerdb.com/images/items/thumb/cute-wardrobe.5081659.png
Flooring,decoration,1616,cute-white-tile-flooring,Cute White-tile Flooring,TRUE,195,bells,780,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,1617,cute-white-wall,Cute White Wall,,470,bells,1880,bells,,,,,nh,,
Flooring,decoration,1618,cute-yellow-tile-flooring,Cute Yellow-tile Flooring,TRUE,195,bells,780,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,1619,cute-yellow-wall,Cute Yellow Wall,,470,bells,1880,bells,,,,,nh,,
Furniture,decoration,1621,cutting-board,Cutting Board,,990,bells,3960,bells,,,,,nh,item-cutting-board,https://villagerdb.com/images/items/thumb/cutting-board.4e362ef.png
Accessories,clothes,1627,cyber-shades,Cyber Shades,TRUE,325,bells,1300,bells,,,,,nh,item-cyber-shades,https://villagerdb.com/images/items/full/cyber-shades.d509722.png
Dresses,clothes,1628,cyber-suit,Cyber Suit,,875,bells,3500,bells,,,,,nh,item-cyber-suit,https://villagerdb.com/images/items/full/cyber-suit.ac7af13.png
Hats,clothes,1629,cycling-cap,Cycling Cap,TRUE,275,bells,1100,bells,,,,,nh,item-cycling-cap,https://villagerdb.com/images/items/full/cycling-cap.4642ebe.png
Tops,clothes,1630,cycling-shirt,Cycling Shirt,TRUE,300,bells,1200,bells,,,,,nh,item-cycling-shirt,https://villagerdb.com/images/items/full/cycling-shirt.5dd340d.png
Bottoms,clothes,1631,cycling-shorts,Cycling Shorts,,175,bells,700,bells,,,,,nh,item-cycling-shorts,https://villagerdb.com/images/items/full/cycling-shorts.051c63f.png
Furniture,decoration,1633,cyclommatus-stag-model,Cyclommatus Stag Model,,24000,bells,,,,,,,nh,item-cyclommatus-stag-model,https://villagerdb.com/images/items/thumb/cyclommatus-stag-model.d8350fb.png
Bugs,critters,1634,cyclommatus-stag,Cyclommatus Stag,FALSE,8000,bells,32000,bells,,,,,nh,item-cyclommatus-stag,https://villagerdb.com/images/items/thumb/cyclommatus-stag.3670004.png
Photos,decoration,1636,cyds-photo,Cyd's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1637,cyds-poster,Cyd's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1638,cypress-bathtub,Cypress Bathtub,,3250,bells,13000,bells,,,,,nh,item-cypress-bathtub,https://villagerdb.com/images/items/thumb/cypress-bathtub.26d884d.png
Furniture,decoration,1639,cypress-plant,Cypress Plant,TRUE,250,bells,1000,bells,Nook's Cranny,,,,nh,item-cypress-plant,https://villagerdb.com/images/items/thumb/cypress-plant.4a603b8.png
Photos,decoration,1640,cyranos-photo,Cyrano's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1641,cyranos-poster,Cyrano's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,1642,cyruss-poster,Cyrus's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1643,dab-model,Dab Model,,900,bells,,,,,,,nh,item-dab-model,https://villagerdb.com/images/items/thumb/dab-model.082a463.png
Fish,critters,1645,dab,Dab,FALSE,300,bells,,,Sea (Oct-Apr),,,,nh,item-dab,https://villagerdb.com/images/items/thumb/dab.564da41.png
Furniture,decoration,1646,dace-model,Dace Model,,720,bells,,,,,,,nh,item-dace-model,https://villagerdb.com/images/items/thumb/dace-model.9b55ef3.png
Fish,critters,1647,dace,Dace,FALSE,240,bells,,,River (year round),,,,nh,item-dace,https://villagerdb.com/images/items/thumb/dace.fce14b4.png
Flooring,decoration,1651,daisy-meadow,Daisy Meadow,,750,bells,3000,bells,,,,,nh,,
Photos,decoration,1655,daisys-photo,Daisy's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1656,daisys-poster,Daisy's Poster,,250,bells,1000,bells,,,,,nh,,
Tops,clothes,1657,dal-apron,Dal Apron,,1010,bells,4040,bells,,,,,nh,item-dal-apron,https://villagerdb.com/images/items/full/dal-apron.0cd129e.png
Accessories,clothes,1658,dal-backpack,Dal Backpack,,1010,bells,4040,bells,,,,,nh,item-dal-backpack,https://villagerdb.com/images/items/full/dal-backpack.b8a1551.png
Hats,clothes,1659,dal-cap,Dal Cap,,1010,bells,4040,bells,,,,,nh,item-dal-cap,https://villagerdb.com/images/items/full/dal-cap.7b94420.png
Accessories,clothes,1660,dal-eye-mask,Dal Eye Mask,FALSE,1010,bells,,,In the mail,,,,nh,item-dal-eye-mask,https://villagerdb.com/images/items/full/dal-eye-mask.392fbd5.png
Furniture,decoration,1661,dal-model-plane,Dal Model Plane,,1010,bells,4040,bells,,,,,nh,item-dal-model-plane,https://villagerdb.com/images/items/thumb/dal-model-plane.2c4810e.png
Furniture,decoration,1662,dal-mug,Dal Mug,,1010,bells,4040,bells,,,,,nh,item-dal-mug,https://villagerdb.com/images/items/thumb/dal-mug.860228f.png
Tops,clothes,1663,dal-pilot-jacket,Dal Pilot Jacket,,1010,bells,4040,bells,,,,,nh,item-dal-pilot-jacket,https://villagerdb.com/images/items/full/dal-pilot-jacket.7a15e89.png
Shoes,clothes,1664,dal-slippers,Dal Slippers,FALSE,1010,bells,,,In the mail,,,,nh,item-dal-slippers,https://villagerdb.com/images/items/full/dal-slippers.3eb056a.png
Accessories,clothes,1665,dal-sunglasses,Dal Sunglasses,,1010,bells,4040,bells,,,,,nh,item-dal-sunglasses,https://villagerdb.com/images/items/full/dal-sunglasses.41f7b80.png
Tops,clothes,1666,dal-tee,DAL Tee,FALSE,1010,bells,,,Receive in mail,,,,nh,item-dal-tee,https://villagerdb.com/images/items/full/dal-tee.6b2ffdf.png
Umbrellas,clothes,1667,dal-umbrella,Dal Umbrella,,1010,bells,4040,bells,,,,,nh,item-dal-umbrella,https://villagerdb.com/images/items/full/dal-umbrella.48b0403.png
Furniture,decoration,1668,dala-horse,Dala Horse,FALSE,1300,bells,5200,bells,Gulliver,FALSE,,,nh,item-dala-horse,https://villagerdb.com/images/items/thumb/dala-horse.fba7d2a.png
Furniture,decoration,1670,damselfly-model,Damselfly Model,,1500,bells,,,,,,,nh,item-damselfly-model,https://villagerdb.com/images/items/thumb/damselfly-model.bf4d047.png
Bugs,critters,1671,damselfly,Damselfly,FALSE,500,bells,2000,bells,,,,,nh,item-damselfly,https://villagerdb.com/images/items/thumb/damselfly.4456068.png
Tops,clothes,1672,dance-team-jacket,Dance-team Jacket,,420,bells,1680,bells,,,,,nh,item-dance-team-jacket,https://villagerdb.com/images/items/full/dance-team-jacket.c40846f.png
Bottoms,clothes,1673,dance-warm-up-pants,Dance Warm-up Pants,,390,bells,1560,bells,,,,,nh,item-dance-warm-up-pants,https://villagerdb.com/images/items/full/dance-warm-up-pants.82e242e.png
Hats,clothes,1676,dandy-hat,Dandy Hat,,275,bells,1100,bells,,,,,nh,item-dandy-hat,https://villagerdb.com/images/items/full/dandy-hat.59ee083.png
Tops,clothes,1678,danger-tank,Danger Tank,,160,bells,640,bells,,,,,nh,item-danger-tank,https://villagerdb.com/images/items/full/danger-tank.bf0330a.png
Flooring,decoration,1685,dark-bamboo-rug,Dark Bamboo Rug,,960,bells,3840,bells,,,6,bamboo-piece,nh,,
Flooring,decoration,1686,dark-block-flooring,Dark-block Flooring,,345,bells,1380,bells,,,,,nh,,
Wallpaper,decoration,1687,dark-chocolate-wall,Dark-chocolate Wall,FALSE,750,bells,3000,bells,Saharah,,,,nh,,
Flooring,decoration,1688,dark-chocolates-flooring,Dark-chocolates Flooring,,750,bells,3000,bells,,,,,nh,,
Hats,clothes,1689,dark-cosmos-crown,Dark Cosmos Crown,,3360,bells,13440,bells,,,,,nh,item-dark-cosmos-crown,https://villagerdb.com/images/items/full/dark-cosmos-crown.96f222b.png
Flooring,decoration,1690,dark-herringbone-flooring,Dark Herringbone Flooring,TRUE,300,bells,1200,bells,Nook's Cranny,,,,nh,,
Hats,clothes,1691,dark-lily-crown,Dark Lily Crown,,960,bells,3840,bells,,,,,nh,item-dark-lily-crown,https://villagerdb.com/images/items/full/dark-lily-crown.a80e4d6.png
Furniture,decoration,1692,dark-lily-wreath,Dark Lily Wreath,,1600,bells,6400,bells,,,,,nh,item-dark-lily-wreath,https://villagerdb.com/images/items/thumb/dark-lily-wreath.e93735c.png
Flooring,decoration,1693,dark-parquet-flooring,Dark Parquet Flooring,TRUE,390,bells,1560,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,1697,dark-rose-wreath,Dark Rose Wreath,,4320,bells,17280,bells,,,,,nh,item-dark-rose-wreath,https://villagerdb.com/images/items/thumb/dark-rose-wreath.deffc2a.png
Hats,clothes,1698,dark-tulip-crown,Dark Tulip Crown,,800,bells,3200,bells,,,,,nh,item-dark-tulip-crown,https://villagerdb.com/images/items/full/dark-tulip-crown.afaca39.png
Furniture,decoration,1699,dark-tulip-wreath,Dark Tulip Wreath,,1600,bells,6400,bells,,,,,nh,item-dark-tulip-wreath,https://villagerdb.com/images/items/thumb/dark-tulip-wreath.9f85fe0.png
Flooring,decoration,1700,dark-wood-pattern-flooring,Dark Wood-pattern Flooring,TRUE,375,bells,1500,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,1701,dark-wooden-mosaic-wall,Dark Wooden-mosaic Wall,FALSE,1800,bells,,,,FALSE,15,wood,nh,,
Furniture,decoration,1702,darner-dragonfly-model,Darner Dragonfly Model,,690,bells,,,,,,,nh,item-darner-dragonfly-model,https://villagerdb.com/images/items/thumb/darner-dragonfly-model.f2b4645.png
Bugs,critters,1703,darner-dragonfly,Darner Dragonfly,FALSE,230,bells,920,bells,,,,,nh,item-darner-dragonfly,https://villagerdb.com/images/items/thumb/darner-dragonfly.817c86e.png
Furniture,decoration,1704,dartboard,Dartboard,TRUE,1300,bells,5200,bells,,,,,nh,item-dartboard,https://villagerdb.com/images/items/thumb/dartboard.7497f73.png
Dresses,clothes,1708,dazed-dress,Dazed Dress,,400,bells,1600,bells,,,,,nh,item-dazed-dress,https://villagerdb.com/images/items/full/dazed-dress.ee12bd0.png
Furniture,decoration,1712,decoy-duck,Decoy Duck,,480,bells,1920,bells,,,,,nh,item-decoy-duck,https://villagerdb.com/images/items/thumb/decoy-duck.0a061ef.png
Photos,decoration,1713,deenas-photo,Deena's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1714,deenas-poster,Deena's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1718,deer-decoration,Deer Decoration,,960,bells,3840,bells,,TRUE,8,softwood,nh,item-deer-decoration,https://villagerdb.com/images/items/thumb/deer-decoration.bd3de42.png
Furniture,decoration,1719,deer-scare,Deer Scare,FALSE,1740,bells,6960,bells,,TRUE,3,bamboo-piece,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
Furniture,decoration,1719,deer-scare,Deer Scare,FALSE,1740,bells,6960,bells,,TRUE,8,stone,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
Furniture,decoration,1719,deer-scare,Deer Scare,FALSE,1740,bells,6960,bells,,TRUE,3,clump-of-weeds,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
Fossils,critters,1721,deinony-tail,Deinony Tail,FALSE,2500,bells,,,Underground (dig spot),,,,nh,item-deinony-tail,https://villagerdb.com/images/items/thumb/deinony-tail.4140b53.png
Fossils,critters,1722,deinony-torso,Deinony Torso,FALSE,3000,bells,,,Underground (dig spot),,,,nh,item-deinony-torso,https://villagerdb.com/images/items/thumb/deinony-torso.0a234b4.png
Photos,decoration,1723,deirdres-photo,Deirdre's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1724,deirdres-poster,Deirdre's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,1726,delis-photo,Deli's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1727,delis-poster,Deli's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,1728,dels-photo,Del's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1729,dels-poster,Del's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1731,deluxe-washer,Deluxe Washer,TRUE,19000,bells,76000,bells,,,,,nh,item-deluxe-washer,https://villagerdb.com/images/items/thumb/deluxe-washer.737919f.png
Furniture,decoration,1732,den-chair,Den Chair,,2175,bells,8700,bells,,,,,nh,item-den-chair,https://villagerdb.com/images/items/thumb/den-chair.a7894c4.png
Furniture,decoration,1733,den-desk,Den Desk,TRUE,2500,bells,10000,bells,Nook's Cranny,,,,nh,item-den-desk,https://villagerdb.com/images/items/thumb/den-desk.01311a9.png
Hats,clothes,1734,denim-cap,Denim Cap,TRUE,192,bells,770,bells,"Nook Shopping, Able Sisters",,,,nh,item-denim-cap,https://villagerdb.com/images/items/full/denim-cap.c186059.png
Bottoms,clothes,1735,denim-cutoffs,Denim Cutoffs,TRUE,280,bells,1120,bells,"Nook Shopping, Able Sisters",,,,nh,item-denim-cutoffs,https://villagerdb.com/images/items/full/denim-cutoffs.dcc815d.png
Tops,clothes,1736,denim-jacket,Denim Jacket,TRUE,350,bells,1400,bells,Able Sisters,,,,nh,item-denim-jacket,https://villagerdb.com/images/items/full/denim-jacket.5606fb0.png
Socks,decoration,1737,denim-leggings,Denim Leggings,,135,bells,540,bells,,,,,nh,item-denim-leggings,https://villagerdb.com/images/items/full/denim-leggings.9d12309.png
Dresses,clothes,1738,denim-overalls,Denim Overalls,,400,bells,1600,bells,,,,,nh,item-denim-overalls,https://villagerdb.com/images/items/full/denim-overalls.d34e39d.png
Bottoms,clothes,1739,denim-painters-pants,Denim Painter's Pants,TRUE,390,bells,1560,bells,Able Sisters,,,,nh,item-denim-painters-pants,https://villagerdb.com/images/items/full/denim-painters-pants.508666c.png
Bottoms,clothes,1740,denim-pants,Denim Pants,TRUE,280,bells,1120,bells,,,,,nh,item-denim-pants,https://villagerdb.com/images/items/full/denim-pants.5bb38fd.png
Bottoms,clothes,1742,denim-skirt,Denim Skirt,TRUE,280,bells,1120,bells,Able Sisters,,,,nh,item-denim-skirt,https://villagerdb.com/images/items/full/denim-skirt.5121f3a.png
Tops,clothes,1743,denim-vest,Denim Vest,,280,bells,1120,bells,,,,,nh,item-denim-vest,https://villagerdb.com/images/items/full/denim-vest.f5ef244.png
Photos,decoration,1745,derwins-photo,Derwin's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1746,derwins-poster,Derwin's Poster,,250,bells,1000,bells,,,,,nh,,
Dresses,clothes,1755,desert-outfit,Desert Outfit,,630,bells,2520,bells,,,,,nh,item-desert-outfit,https://villagerdb.com/images/items/full/desert-outfit.d5b56d4.png
Dresses,clothes,1756,desert-princess-outfit,Desert-princess Outfit,,630,bells,2520,bells,,,,,nh,item-desert-princess-outfit,https://villagerdb.com/images/items/full/desert-princess-outfit.ae8ac2a.png
Wallpaper,decoration,1758,desert-vista,Desert Vista,,750,bells,3000,bells,,,,,nh,,
Furniture,decoration,1761,desk-mirror,Desk Mirror,,400,bells,1600,bells,,,,,nh,item-desk-mirror,https://villagerdb.com/images/items/thumb/desk-mirror.93241fe.png
Furniture,decoration,1762,desktop-computer,Desktop Computer,,25000,bells,100000,bells,,,,,nh,item-desktop-computer,https://villagerdb.com/images/items/thumb/desktop-computer.4d0d4d6.png
Furniture,decoration,1766,destinations-signpost,Destinations Signpost,FALSE,1440,bells,,,,TRUE,4,hardwood,nh,item-destinations-signpost,https://villagerdb.com/images/items/thumb/destinations-signpost.231d95e.png
Furniture,decoration,1766,destinations-signpost,Destinations Signpost,FALSE,1440,bells,,,,TRUE,8,softwood,nh,item-destinations-signpost,https://villagerdb.com/images/items/thumb/destinations-signpost.231d95e.png
Hats,clothes,1767,detective-hat,Detective Hat,TRUE,525,bells,2100,bells,,,,,nh,item-detective-hat,https://villagerdb.com/images/items/full/detective-hat.578a2ab.png
Tops,clothes,1769,detectives-coat,Detective's Coat,TRUE,625,bells,2500,bells,Able Sisters,,,,nh,item-detectives-coat,https://villagerdb.com/images/items/full/detectives-coat.bb538c7.png
Photos,decoration,1774,dianas-photo,Diana's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,1775,dianas-poster,Diana's Poster,,250,bells,1000,bells,,,,,nh,,
Flooring,decoration,1780,dig-site-flooring,Dig-site Flooring,,750,bells,3000,bells,,,,,nh,,
Wallpaper,decoration,1781,dig-site-wall,Dig-site Wall,FALSE,750,bells,3000,bells,Saharah,,,,nh,,
Photos,decoration,1782,digbys-poster,Digby's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,1783,digital-alarm-clock,Digital Alarm Clock,TRUE,400,bells,1600,bells,Nook's Cranny,,,,nh,item-digital-alarm-clock,https://villagerdb.com/images/items/thumb/digital-alarm-clock.2b22745.png
Furniture,decoration,1785,digital-scale,Digital Scale,TRUE,232,bells,930,bells,Nook's Cranny,,,,nh,item-digital-scale,https://villagerdb.com/images/items/thumb/digital-scale.da2dbb1.png
Fossils,critters,1787,dimetrodon-skull,Dimetrodon Skull,FALSE,5500,bells,,,Underground (dig spot),,,,nh,item-dimetrodon-skull,https://villagerdb.com/images/items/thumb/dimetrodon-skull.0a440d6.png
